carrier;carrier_name;airport;airport_name;arr_flights;arr_del15; arr_delay;arr_cancelled;;;;Legtöbb járat szám;;;;;;;;;;;
G4;Allegiant Air;CVG;Cincinnati; OH: Cincinnati/Northern Kentucky International;253;0;20;;;;;;;;;;;;;;;
G4;Allegiant Air;DAY;Dayton; OH: James M Cox/Dayton International;6;0;0;;;;;;;;;;;;;;;
G4;Allegiant Air;DEN;Denver; CO: Denver International;9;0;0;;;;;;;;;;;;;;;
G4;Allegiant Air;DSM;Des Moines; IA: Des Moines International;56;0;0;;;;;;;;;;;;;;;
G4;Allegiant Air;ELM;Elmira/Corning; NY: Elmira/Corning Regional;28;0;0;;;;;;;;;;;;;;;
G4;Allegiant Air;ELP;El Paso; TX: El Paso International;9;0;0;;;;;;;;;;;;;;;
G4;Allegiant Air;EUG;Eugene; OR: Mahlon Sweet Field;44;0;3;;;;;;;;;;;;;;;
G4;Allegiant Air;EVV;Evansville; IN: Evansville Regional;9;0;1;;;;;;;;;;;;;;;
G4;Allegiant Air;EWR;Newark; NJ: Newark Liberty International;63;0;0;;;;;;;;;;;;;;;
G4;Allegiant Air;FAR;Fargo; ND: Hector International;48;0;2;;;;;;;;;;;;;;;
G4;Allegiant Air;FAT;Fresno; CA: Fresno Yosemite International;55;0;3;;;;;;;;;;;;;;;
G4;Allegiant Air;FCA;Kalispell; MT: Glacier Park International;17;0;1;;;;;;;;;;;;;;;
G4;Allegiant Air;FLL;Fort Lauderdale; FL: Fort Lauderdale-Hollywood International;247;0;29;;;;;;;;;;;;;;;
G4;Allegiant Air;FNT;Flint; MI: Bishop International;47;0;1;;;;;;;;;;;;;;;
G4;Allegiant Air;FSD;Sioux Falls; SD: Joe Foss Field;43;0;1;;;;;;;;;;;;;;;
G4;Allegiant Air;FWA;Fort Wayne; IN: Fort Wayne International;54;1;44580;;;;;;;;;;;;;;;
G4;Allegiant Air;GFK;Grand Forks; ND: Grand Forks International;17;0;1;;;;;;;;;;;;;;;
G4;Allegiant Air;GJT;Grand Junction; CO: Grand Junction Regional;18;0;0;;;;;;;;;;;;;;;
G4;Allegiant Air;GPT;Gulfport/Biloxi; MS: Gulfport-Biloxi International;9;0;0;;;;;;;;;;;;;;;
G4;Allegiant Air;GRI;Grand Island; NE: Central Nebraska Regional;19;0;0;;;;;;;;;;;;;;;
G4;Allegiant Air;GRR;Grand Rapids; MI: Gerald R. Ford International;177;0;19;;;;;;;;;;;;;;;
G4;Allegiant Air;GSO;Greensboro/High Point; NC: Piedmont Triad International;19;0;0;;;;;;;;;;;;;;;
G4;Allegiant Air;GSP;Greer; SC: Greenville-Spartanburg International;30;0;44566;;;;;;;;;;;;;;;
G4;Allegiant Air;GTF;Great Falls; MT: Great Falls International;18;0;1;;;;;;;;;;;;;;;
G4;Allegiant Air;HGR;Hagerstown; MD: Hagerstown Regional-Richard A. Henson Field;13;0;1;;;;;;;;;;;;;;;
G4;Allegiant Air;HTS;Ashland; WV: Tri-State/Milton J. Ferguson Field;32;0;0;;;;;;;;;;;;;;;
G4;Allegiant Air;IAG;Niagara Falls; NY: Niagara Falls International;40;0;3;;;;;;;;;;;;;;;
G4;Allegiant Air;ICT;Wichita; KS: Wichita Dwight D Eisenhower National;19;0;1;;;;;;;;;;;;;;;
G4;Allegiant Air;IDA;Idaho Falls; ID: Idaho Falls Regional;20;0;44586;;;;;;;;;;;;;;;
G4;Allegiant Air;IND;Indianapolis; IN: Indianapolis International;134;0;8;;;;;;;;;;;;;;;
G4;Allegiant Air;JAX;Jacksonville; FL: Jacksonville International;47;0;44581;;;;;;;;;;;;;;;
G4;Allegiant Air;LAS;Las Vegas; NV: McCarran International;746;1;44;;;;;;;;;;;;;;;
G4;Allegiant Air;LAX;Los Angeles; CA: Los Angeles International;86;0;8;;;;;;;;;;;;;;;
G4;Allegiant Air;LCK;Columbus; OH: Rickenbacker International;58;0;3;;;;;;;;;;;;;;;
G4;Allegiant Air;LEX;Lexington; KY: Blue Grass;49;0;44589;;;;;;;;;;;;;;;
G4;Allegiant Air;LIT;Little Rock; AR: Bill and Hillary Clinton Nat Adams Field;9;0;1;;;;;;;;;;;;;;;
G4;Allegiant Air;LRD;Laredo; TX: Laredo International;9;0;0;;;;;;;;;;;;;;;
G4;Allegiant Air;MCI;Kansas City; MO: Kansas City International;9;0;0;;;;;;;;;;;;;;;
G4;Allegiant Air;MDT;Harrisburg; PA: Harrisburg International;68;0;44672;;;;;;;;;;;;;;;
G4;Allegiant Air;MEM;Memphis; TN: Memphis International;60;0;4;;;;;;;;;;;;;;;
G4;Allegiant Air;MFE;Mission/McAllen/Edinburg; TX: McAllen Miller International;46;0;5;;;;;;;;;;;;;;;
G4;Allegiant Air;MFR;Medford; OR: Rogue Valley International - Medford;21;0;1;;;;;;;;;;;;;;;
G4;Allegiant Air;MLI;Moline; IL: Quad City International;34;0;1;;;;;;;;;;;;;;;
G4;Allegiant Air;MOT;Minot; ND: Minot International;27;0;3;;;;;;;;;;;;;;;
G4;Allegiant Air;MRY;Monterey; CA: Monterey Regional;11;0;0;;;;;;;;;;;;;;;
G4;Allegiant Air;MSO;Missoula; MT: Missoula International;19;1;0;;;;;;;;;;;;;;;
G4;Allegiant Air;MSY;New Orleans; LA: Louis Armstrong New Orleans International;37;0;3;;;;;;;;;;;;;;;
G4;Allegiant Air;MYR;Myrtle Beach; SC: Myrtle Beach International;4;0;0;;;;;;;;;;;;;;;
G4;Allegiant Air;OAK;Oakland; CA: Metropolitan Oakland International;66;0;44590;;;;;;;;;;;;;;;
G4;Allegiant Air;OGD;Ogden; UT: Ogden-Hinckley;10;0;0;;;;;;;;;;;;;;;
G4;Allegiant Air;OGS;Ogdensburg; NY: Ogdensburg International;9;0;0;;;;;;;;;;;;;;;
G4;Allegiant Air;OKC;Oklahoma City; OK: Will Rogers World;22;0;0;;;;;;;;;;;;;;;
G4;Allegiant Air;OMA;Omaha; NE: Eppley Airfield;26;0;3;;;;;;;;;;;;;;;
G4;Allegiant Air;ORF;Norfolk; VA: Norfolk International;42;0;44654;;;;;;;;;;;;;;;
G4;Allegiant Air;OWB;Owensboro; KY: Owensboro Daviess County Regional;9;0;0;;;;;;;;;;;;;;;
G4;Allegiant Air;PBG;Plattsburgh; NY: Plattsburgh International;31;0;0;;;;;;;;;;;;;;;
G4;Allegiant Air;PBI;West Palm Beach/Palm Beach; FL: Palm Beach International;24;0;4;;;;;;;;;;;;;;;
G4;Allegiant Air;PGD;Punta Gorda; FL: Punta Gorda Airport;447;0;43;;;;;;;;;;;;;;;
G4;Allegiant Air;PIA;Peoria; IL: General Downing - Peoria International;50;0;2;;;;;;;;;;;;;;;
G4;Allegiant Air;PIE;St. Petersburg; FL: St Pete Clearwater International;601;1;41;;;;;;;;;;;;;;;
G4;Allegiant Air;PIT;Pittsburgh; PA: Pittsburgh International;71;0;8;;;;;;;;;;;;;;;
G4;Allegiant Air;PSC;Pasco/Kennewick/Richland; WA: Tri Cities;21;0;3;;;;;;;;;;;;;;;
G4;Allegiant Air;PSM;Portsmouth; NH: Portsmouth International at Pease;20;0;3;;;;;;;;;;;;;;;
G4;Allegiant Air;PSP;Palm Springs; CA: Palm Springs International;17;0;0;;;;;;;;;;;;;;;
G4;Allegiant Air;PVD;Providence; RI: Theodore Francis Green State;19;0;0;;;;;;;;;;;;;;;
G4;Allegiant Air;PVU;Provo; UT: Provo Municipal;64;0;4;;;;;;;;;;;;;;;
G4;Allegiant Air;RAP;Rapid City; SD: Rapid City Regional;20;0;0;;;;;;;;;;;;;;;
G4;Allegiant Air;RDM;Bend/Redmond; OR: Roberts Field;19;0;44617;;;;;;;;;;;;;;;
G4;Allegiant Air;RDU;Raleigh/Durham; NC: Raleigh-Durham International;14;0;1;;;;;;;;;;;;;;;
G4;Allegiant Air;RFD;Rockford; IL: Chicago/Rockford International;58;0;0;;;;;;;;;;;;;;;
G4;Allegiant Air;RIC;Richmond; VA: Richmond International;37;0;44705;;;;;;;;;;;;;;;
G4;Allegiant Air;RNO;Reno; NV: Reno/Tahoe International;32;0;2;;;;;;;;;;;;;;;
G4;Allegiant Air;ROA;Roanoke; VA: Roanoke Blacksburg Regional Woodrum Field;22;0;1;;;;;;;;;;;;;;;
G4;Allegiant Air;ROC;Rochester; NY: Greater Rochester International;13;0;0;;;;;;;;;;;;;;;
G4;Allegiant Air;SAT;San Antonio; TX: San Antonio International;9;0;0;;;;;;;;;;;;;;;
G4;Allegiant Air;SAV;Savannah; GA: Savannah/Hilton Head International;90;0;44749;;;;;;;;;;;;;;;
G4;Allegiant Air;SBN;South Bend; IN: South Bend International;63;0;3;;;;;;;;;;;;;;;
G4;Allegiant Air;SCE;State College; PA: University Park;18;0;0;;;;;;;;;;;;;;;
G4;Allegiant Air;SCK;Stockton; CA: Stockton Metropolitan;60;0;2;;;;;;;;;;;;;;;
G4;Allegiant Air;SDF;Louisville; KY: Louisville Muhammad Ali International;57;0;0;;;;;;;;;;;;;;;
G4;Allegiant Air;SFB;Sanford; FL: Orlando Sanford International;827;0;62;;;;;;;;;;;;;;;
G4;Allegiant Air;SGF;Springfield; MO: Springfield-Branson National;62;1;1;;;;;;;;;;;;;;;
G4;Allegiant Air;SHV;Shreveport; LA: Shreveport Regional;8;0;0;;;;;;;;;;;;;;;
G4;Allegiant Air;SJU;San Juan; PR: Luis Munoz Marin International;9;0;0;;;;;;;;;;;;;;;
G4;Allegiant Air;SMX;Santa Maria; CA: Santa Maria Public/Capt. G. Allan Hancock Field;18;0;1;;;;;;;;;;;;;;;
G4;Allegiant Air;SPI;Springfield; IL: Abraham Lincoln Capital;9;0;0;;;;;;;;;;;;;;;
G4;Allegiant Air;SRQ;Sarasota/Bradenton; FL: Sarasota/Bradenton International;142;1;44755;;;;;;;;;;;;;;;
G4;Allegiant Air;STC;St. Cloud; MN: St. Cloud Regional;9;0;2;;;;;;;;;;;;;;;
G4;Allegiant Air;SWF;Newburgh/Poughkeepsie; NY: New York Stewart International;28;0;1;;;;;;;;;;;;;;;
G4;Allegiant Air;SYR;Syracuse; NY: Syracuse Hancock International;61;0;2;;;;;;;;;;;;;;;
G4;Allegiant Air;TOL;Toledo; OH: Toledo Express;27;0;0;;;;;;;;;;;;;;;
G4;Allegiant Air;TRI;Bristol/Johnson City/Kingsport; TN: Tri Cities;9;0;0;;;;;;;;;;;;;;;
G4;Allegiant Air;TUL;Tulsa; OK: Tulsa International;28;0;44592;;;;;;;;;;;;;;;
G4;Allegiant Air;TUS;Tucson; AZ: Tucson International;24;0;1;;;;;;;;;;;;;;;
G4;Allegiant Air;TVC;Traverse City; MI: Cherry Capital;32;0;44614;;;;;;;;;;;;;;;
G4;Allegiant Air;TYS;Knoxville; TN: McGhee Tyson;147;0;23;;;;;;;;;;;;;;;
G4;Allegiant Air;USA;Concord; NC: Concord Padgett Regional;123;0;11;;;;;;;;;;;;;;;
G4;Allegiant Air;VPS;Valparaiso; FL: Eglin AFB Destin Fort Walton Beach;104;0;44919;;;;;;;;;;;;;;;
G4;Allegiant Air;XNA;Fayetteville; AR: Northwest Arkansas Regional;36;0;1;;;;;;;;;;;;;;;
HA;Hawaiian Airlines Inc.;BOS;Boston; MA: Logan International;22;0;0;;;;;;;;;;;;;;;
HA;Hawaiian Airlines Inc.;HNL;Honolulu; HI: Daniel K Inouye International;2856;3;104;;;;;;;;;;;;;;;
HA;Hawaiian Airlines Inc.;ITO;Hilo; HI: Hilo International;471;1;44808;;;;;;;;;;;;;;;
HA;Hawaiian Airlines Inc.;JFK;New York; NY: John F. Kennedy International;30;0;0;;;;;;;;;;;;;;;
HA;Hawaiian Airlines Inc.;KOA;Kona; HI: Ellison Onizuka Kona International at Keahole;726;0;15;;;;;;;;;;;;;;;
HA;Hawaiian Airlines Inc.;LAS;Las Vegas; NV: McCarran International;81;0;44587;;;;;;;;;;;;;;;
HA;Hawaiian Airlines Inc.;LAX;Los Angeles; CA: Los Angeles International;179;4;44566;;;;;;;;;;;;;;;
HA;Hawaiian Airlines Inc.;LGB;Long Beach; CA: Long Beach Airport;30;0;0;;;;;;;;;;;;;;;
HA;Hawaiian Airlines Inc.;LIH;Lihue; HI: Lihue Airport;723;1;19;;;;;;;;;;;;;;;
HA;Hawaiian Airlines Inc.;OAK;Oakland; CA: Metropolitan Oakland International;92;1;44583;;;;;;;;;;;;;;;
HA;Hawaiian Airlines Inc.;OGG;Kahului; HI: Kahului Airport;1277;0;26;;;;;;;;;;;;;;;
HA;Hawaiian Airlines Inc.;PDX;Portland; OR: Portland International;60;1;1;;;;;;;;;;;;;;;
HA;Hawaiian Airlines Inc.;PHX;Phoenix; AZ: Phoenix Sky Harbor International;30;0;0;;;;;;;;;;;;;;;
HA;Hawaiian Airlines Inc.;PPG;Pago Pago; TT: Pago Pago International;8;0;0;;;;;;;;;;;;;;;
HA;Hawaiian Airlines Inc.;SAN;San Diego; CA: San Diego International;60;2;1;;;;;;;;;;;;;;;
HA;Hawaiian Airlines Inc.;SEA;Seattle; WA: Seattle/Tacoma International;60;0;2;;;;;;;;;;;;;;;
HA;Hawaiian Airlines Inc.;SFO;San Francisco; CA: San Francisco International;89;0;0;;;;;;;;;;;;;;;
HA;Hawaiian Airlines Inc.;SJC;San Jose; CA: Norman Y. Mineta San Jose International;60;1;0;;;;;;;;;;;;;;;
HA;Hawaiian Airlines Inc.;SMF;Sacramento; CA: Sacramento International;60;0;2;;;;;;;;;;;;;;;
MQ;Envoy Air;ABE;Allentown/Bethlehem/Easton; PA: Lehigh Valley International;58;1;4;;;;;;;;;;;;;;;
MQ;Envoy Air;ABI;Abilene; TX: Abilene Regional;189;2;6;;;;;;;;;;;;;;;
MQ;Envoy Air;ABQ;Albuquerque; NM: Albuquerque International Sunport;3;0;0;;;;;;;;;;;;;;;
MQ;Envoy Air;ACT;Waco; TX: Waco Regional;150;0;44715;;;;;;;;;;;;;;;
MQ;Envoy Air;AEX;Alexandria; LA: Alexandria International;88;0;3;;;;;;;;;;;;;;;
MQ;Envoy Air;AGS;Augusta; GA: Augusta Regional at Bush Field;29;0;0;;;;;;;;;;;;;;;
MQ;Envoy Air;ALB;Albany; NY: Albany International;44;0;1;;;;;;;;;;;;;;;
MQ;Envoy Air;ALO;Waterloo; IA: Waterloo Regional;56;0;44649;;;;;;;;;;;;;;;
MQ;Envoy Air;AMA;Amarillo; TX: Rick Husband Amarillo International;1;0;0;;;;;;;;;;;;;;;
MQ;Envoy Air;ATL;Atlanta; GA: Hartsfield-Jackson Atlanta International;1;0;0;;;;;;;;;;;;;;;
MQ;Envoy Air;ATW;Appleton; WI: Appleton International;28;0;44605;;;;;;;;;;;;;;;
MQ;Envoy Air;AVP;Scranton/Wilkes-Barre; PA: Wilkes Barre Scranton International;58;0;2;;;;;;;;;;;;;;;
MQ;Envoy Air;AZO;Kalamazoo; MI: Kalamazoo/Battle Creek International;77;2;5;;;;;;;;;;;;;;;
MQ;Envoy Air;BGR;Bangor; ME: Bangor International;23;0;4;;;;;;;;;;;;;;;
MQ;Envoy Air;BHM;Birmingham; AL: Birmingham-Shuttlesworth International;146;0;3;;;;;;;;;;;;;;;
MQ;Envoy Air;BIL;Billings; MT: Billings Logan International;30;0;0;;;;;;;;;;;;;;;
MQ;Envoy Air;BMI;Bloomington/Normal; IL: Central Il Regional Airport at Bloomington;83;0;44651;;;;;;;;;;;;;;;
MQ;Envoy Air;BNA;Nashville; TN: Nashville International;114;0;3;;;;;;;;;;;;;;;
MQ;Envoy Air;BOI;Boise; ID: Boise Air Terminal;82;0;1;;;;;;;;;;;;;;;
MQ;Envoy Air;BOS;Boston; MA: Logan International;1;0;0;;;;;;;;;;;;;;;
MQ;Envoy Air;BPT;Beaumont/Port Arthur; TX: Jack Brooks Regional;87;1;2;;;;;;;;;;;;;;;
MQ;Envoy Air;BRO;Brownsville; TX: Brownsville South Padre Island International;52;0;2;;;;;;;;;;;;;;;
MQ;Envoy Air;BTR;Baton Rouge; LA: Baton Rouge Metropolitan/Ryan Field;130;0;44682;;;;;;;;;;;;;;;
MQ;Envoy Air;BUF;Buffalo; NY: Buffalo Niagara International;143;0;2;;;;;;;;;;;;;;;
MQ;Envoy Air;BWI;Baltimore; MD: Baltimore/Washington International Thurgood Marshall;58;0;44715;;;;;;;;;;;;;;;
MQ;Envoy Air;BZN;Bozeman; MT: Bozeman Yellowstone International;29;0;0;;;;;;;;;;;;;;;
MQ;Envoy Air;CAE;Columbia; SC: Columbia Metropolitan;94;0;44724;;;;;;;;;;;;;;;
MQ;Envoy Air;CHA;Chattanooga; TN: Lovell Field;21;0;1;;;;;;;;;;;;;;;
MQ;Envoy Air;CHO;Charlottesville; VA: Charlottesville Albemarle;121;0;9;;;;;;;;;;;;;;;
MQ;Envoy Air;CHS;Charleston; SC: Charleston AFB/International;79;0;1;;;;;;;;;;;;;;;
MQ;Envoy Air;CID;Cedar Rapids/Iowa City; IA: The Eastern Iowa;299;0;14;;;;;;;;;;;;;;;
MQ;Envoy Air;CLE;Cleveland; OH: Cleveland-Hopkins International;150;0;44747;;;;;;;;;;;;;;;
MQ;Envoy Air;CLL;College Station/Bryan; TX: Easterwood Field;73;0;44616;;;;;;;;;;;;;;;
MQ;Envoy Air;CLT;Charlotte; NC: Charlotte Douglas International;479;0;11414;;;;;;;;;;;;;;;
MQ;Envoy Air;CMH;Columbus; OH: John Glenn Columbus International;389;2;25;;;;;;;;;;;;;;;
MQ;Envoy Air;CMI;Champaign/Urbana; IL: University of Illinois/Willard;248;0;10;;;;;;;;;;;;;;;
MQ;Envoy Air;COU;Columbia; MO: Columbia Regional;29;0;2;;;;;;;;;;;;;;;
MQ;Envoy Air;CRP;Corpus Christi; TX: Corpus Christi International;103;1;3;;;;;;;;;;;;;;;
MQ;Envoy Air;CVG;Cincinnati; OH: Cincinnati/Northern Kentucky International;398;0;33;;;;;;;;;;;;;;;
MQ;Envoy Air;CWA;Mosinee; WI: Central Wisconsin;74;0;2;;;;;;;;;;;;;;;
MQ;Envoy Air;DAY;Dayton; OH: James M Cox/Dayton International;188;0;7;;;;;;;;;;;;;;;
MQ;Envoy Air;DBQ;Dubuque; IA: Dubuque Regional;85;1;3;;;;;;;;;;;;;;;
MQ;Envoy Air;DCA;Washington; DC: Ronald Reagan Washington National;106;0;4;;;;;;;;;;;;;;;
MQ;Envoy Air;DFW;Dallas/Fort Worth; TX: Dallas/Fort Worth International;4917;3;229;;;;;;;;;;;;;;;
MQ;Envoy Air;DLH;Duluth; MN: Duluth International;58;0;0;;;;;;;;;;;;;;;
MQ;Envoy Air;DRT;Del Rio; TX: Del Rio International;58;0;3;;;;;;;;;;;;;;;
MQ;Envoy Air;DSM;Des Moines; IA: Des Moines International;72;0;44680;;;;;;;;;;;;;;;
MQ;Envoy Air;DTW;Detroit; MI: Detroit Metro Wayne County;76;0;44698;;;;;;;;;;;;;;;
MQ;Envoy Air;ELP;El Paso; TX: El Paso International;67;0;3;;;;;;;;;;;;;;;
MQ;Envoy Air;ERI;Erie; PA: Erie International/Tom Ridge Field;2;0;1;;;;;;;;;;;;;;;
MQ;Envoy Air;EVV;Evansville; IN: Evansville Regional;58;1;3;;;;;;;;;;;;;;;
MQ;Envoy Air;EWR;Newark; NJ: Newark Liberty International;26;0;1;;;;;;;;;;;;;;;
MQ;Envoy Air;EYW;Key West; FL: Key West International;37;0;1;;;;;;;;;;;;;;;
MQ;Envoy Air;FAR;Fargo; ND: Hector International;133;0;44700;;;;;;;;;;;;;;;
MQ;Envoy Air;FAY;Fayetteville; NC: Fayetteville Regional/Grannis Field;58;0;3;;;;;;;;;;;;;;;
MQ;Envoy Air;FNT;Flint; MI: Bishop International;112;0;44815;;;;;;;;;;;;;;;
MQ;Envoy Air;FSD;Sioux Falls; SD: Joe Foss Field;30;0;1;;;;;;;;;;;;;;;
MQ;Envoy Air;FSM;Fort Smith; AR: Fort Smith Regional;64;0;2;;;;;;;;;;;;;;;
MQ;Envoy Air;FWA;Fort Wayne; IN: Fort Wayne International;51;0;1;;;;;;;;;;;;;;;
MQ;Envoy Air;GCK;Garden City; KS: Garden City Regional;58;1;2;;;;;;;;;;;;;;;
MQ;Envoy Air;GGG;Longview; TX: East Texas Regional;67;0;1;;;;;;;;;;;;;;;
MQ;Envoy Air;GJT;Grand Junction; CO: Grand Junction Regional;66;0;3;;;;;;;;;;;;;;;
MQ;Envoy Air;GNV;Gainesville; FL: Gainesville Regional;112;0;3;;;;;;;;;;;;;;;
MQ;Envoy Air;GPT;Gulfport/Biloxi; MS: Gulfport-Biloxi International;9;0;0;;;;;;;;;;;;;;;
MQ;Envoy Air;GRB;Green Bay; WI: Green Bay Austin Straubel International;85;1;44640;;;;;;;;;;;;;;;
MQ;Envoy Air;GRI;Grand Island; NE: Central Nebraska Regional;66;1;3;;;;;;;;;;;;;;;
MQ;Envoy Air;GRK;Killeen; TX: Robert Gray AAF;191;0;5;;;;;;;;;;;;;;;
MQ;Envoy Air;GRR;Grand Rapids; MI: Gerald R. Ford International;173;0;8;;;;;;;;;;;;;;;
MQ;Envoy Air;GSO;Greensboro/High Point; NC: Piedmont Triad International;286;0;29;;;;;;;;;;;;;;;
MQ;Envoy Air;GSP;Greer; SC: Greenville-Spartanburg International;134;2;6;;;;;;;;;;;;;;;
MQ;Envoy Air;HOU;Houston; TX: William P Hobby;9;0;1;;;;;;;;;;;;;;;
MQ;Envoy Air;HRL;Harlingen/San Benito; TX: Valley International;83;1;3;;;;;;;;;;;;;;;
MQ;Envoy Air;HSV;Huntsville; AL: Huntsville International-Carl T Jones Field;46;0;44591;;;;;;;;;;;;;;;
MQ;Envoy Air;IAH;Houston; TX: George Bush Intercontinental/Houston;44;0;3;;;;;;;;;;;;;;;
MQ;Envoy Air;ICT;Wichita; KS: Wichita Dwight D Eisenhower National;106;0;7;;;;;;;;;;;;;;;
MQ;Envoy Air;ILM;Wilmington; NC: Wilmington International;75;1;44668;;;;;;;;;;;;;;;
MQ;Envoy Air;IND;Indianapolis; IN: Indianapolis International;177;0;12;;;;;;;;;;;;;;;
MQ;Envoy Air;JAN;Jackson/Vicksburg; MS: Jackson Medgar Wiley Evers International;14;0;0;;;;;;;;;;;;;;;
MQ;Envoy Air;JAX;Jacksonville; FL: Jacksonville International;96;0;3;;;;;;;;;;;;;;;
MQ;Envoy Air;JFK;New York; NY: John F. Kennedy International;373;0;15;;;;;;;;;;;;;;;
MQ;Envoy Air;JLN;Joplin; MO: Joplin Regional;110;0;1;;;;;;;;;;;;;;;
MQ;Envoy Air;LAN;Lansing; MI: Capital Region International;57;0;4;;;;;;;;;;;;;;;
MQ;Envoy Air;LAW;Lawton/Fort Sill; OK: Lawton-Fort Sill Regional;60;0;2;;;;;;;;;;;;;;;
MQ;Envoy Air;LBB;Lubbock; TX: Lubbock Preston Smith International;3;0;0;;;;;;;;;;;;;;;
MQ;Envoy Air;LCH;Lake Charles; LA: Lake Charles Regional;87;0;2;;;;;;;;;;;;;;;
MQ;Envoy Air;LEX;Lexington; KY: Blue Grass;146;1;11;;;;;;;;;;;;;;;
MQ;Envoy Air;LFT;Lafayette; LA: Lafayette Regional Paul Fournet Field;17;0;1;;;;;;;;;;;;;;;
MQ;Envoy Air;LGA;New York; NY: LaGuardia;679;1;47;;;;;;;;;;;;;;;
MQ;Envoy Air;LIT;Little Rock; AR: Bill and Hillary Clinton Nat Adams Field;302;0;7;;;;;;;;;;;;;;;
MQ;Envoy Air;LRD;Laredo; TX: Laredo International;76;0;44653;;;;;;;;;;;;;;;
MQ;Envoy Air;LSE;La Crosse; WI: La Crosse Regional;27;0;1;;;;;;;;;;;;;;;
MQ;Envoy Air;MCI;Kansas City; MO: Kansas City International;62;0;1;;;;;;;;;;;;;;;
MQ;Envoy Air;MDT;Harrisburg; PA: Harrisburg International;115;1;44703;;;;;;;;;;;;;;;
MQ;Envoy Air;MEM;Memphis; TN: Memphis International;205;0;9;;;;;;;;;;;;;;;
MQ;Envoy Air;MFE;Mission/McAllen/Edinburg; TX: McAllen Miller International;61;0;44611;;;;;;;;;;;;;;;
MQ;Envoy Air;MGM;Montgomery; AL: Montgomery Regional;48;0;0;;;;;;;;;;;;;;;
MQ;Envoy Air;MHK;Manhattan/Ft. Riley; KS: Manhattan Regional;132;1;6;;;;;;;;;;;;;;;
MQ;Envoy Air;MIA;Miami; FL: Miami International;931;4;37;;;;;;;;;;;;;;;
MQ;Envoy Air;MLI;Moline; IL: Quad City International;68;0;2;;;;;;;;;;;;;;;
MQ;Envoy Air;MLU;Monroe; LA: Monroe Regional;2;0;0;;;;;;;;;;;;;;;
MQ;Envoy Air;MOB;Mobile; AL: Mobile Regional;70;0;3;;;;;;;;;;;;;;;
MQ;Envoy Air;MQT;Marquette; MI: Sawyer International;30;0;44622;;;;;;;;;;;;;;;
MQ;Envoy Air;MRY;Monterey; CA: Monterey Regional;28;0;0;;;;;;;;;;;;;;;
MQ;Envoy Air;MSN;Madison; WI: Dane County Regional-Truax Field;186;0;44772;;;;;;;;;;;;;;;
MQ;Envoy Air;MSO;Missoula; MT: Missoula International;30;0;0;;;;;;;;;;;;;;;
MQ;Envoy Air;MSP;Minneapolis; MN: Minneapolis-St Paul International;13;0;0;;;;;;;;;;;;;;;
MQ;Envoy Air;MSY;New Orleans; LA: Louis Armstrong New Orleans International;59;0;44589;;;;;;;;;;;;;;;
MQ;Envoy Air;MYR;Myrtle Beach; SC: Myrtle Beach International;29;0;0;;;;;;;;;;;;;;;
MQ;Envoy Air;OKC;Oklahoma City; OK: Will Rogers World;10;0;0;;;;;;;;;;;;;;;
MQ;Envoy Air;OMA;Omaha; NE: Eppley Airfield;108;0;44673;;;;;;;;;;;;;;;
MQ;Envoy Air;ORD;Chicago; IL: Chicago O'Hare International;5479;7;386;;;;;;;;;;;;;;;
MQ;Envoy Air;ORF;Norfolk; VA: Norfolk International;295;1;16;;;;;;;;;;;;;;;
MQ;Envoy Air;PGV;Greenville; NC: Pitt Greenville;20;0;1;;;;;;;;;;;;;;;
MQ;Envoy Air;PHL;Philadelphia; PA: Philadelphia International;19;0;1;;;;;;;;;;;;;;;
MQ;Envoy Air;PIA;Peoria; IL: General Downing - Peoria International;80;0;44647;;;;;;;;;;;;;;;
MQ;Envoy Air;PIT;Pittsburgh; PA: Pittsburgh International;169;0;8;;;;;;;;;;;;;;;
MQ;Envoy Air;PNS;Pensacola; FL: Pensacola International;112;0;5;;;;;;;;;;;;;;;
MQ;Envoy Air;PVD;Providence; RI: Theodore Francis Green State;84;0;2;;;;;;;;;;;;;;;
MQ;Envoy Air;PWM;Portland; ME: Portland International Jetport;4;0;1;;;;;;;;;;;;;;;
MQ;Envoy Air;RDU;Raleigh/Durham; NC: Raleigh-Durham International;89;0;3;;;;;;;;;;;;;;;
MQ;Envoy Air;RIC;Richmond; VA: Richmond International;172;1;9;;;;;;;;;;;;;;;
MQ;Envoy Air;ROA;Roanoke; VA: Roanoke Blacksburg Regional Woodrum Field;29;0;2;;;;;;;;;;;;;;;
MQ;Envoy Air;ROC;Rochester; NY: Greater Rochester International;109;0;7;;;;;;;;;;;;;;;
MQ;Envoy Air;RST;Rochester; MN: Rochester International;102;0;44655;;;;;;;;;;;;;;;
MQ;Envoy Air;SAV;Savannah; GA: Savannah/Hilton Head International;69;0;44652;;;;;;;;;;;;;;;
MQ;Envoy Air;SBA;Santa Barbara; CA: Santa Barbara Municipal;58;0;2;;;;;;;;;;;;;;;
MQ;Envoy Air;SBP;San Luis Obispo; CA: San Luis County Regional;30;0;1;;;;;;;;;;;;;;;
MQ;Envoy Air;SCE;State College; PA: University Park;58;0;44636;;;;;;;;;;;;;;;
MQ;Envoy Air;SDF;Louisville; KY: Louisville Muhammad Ali International;92;0;5;;;;;;;;;;;;;;;
